image,dance_style,viewpoint,split,ground_truth_couples,predicted_couples,difference,absolute_difference,exact_match,within_one,detection_ratio
LAT_FORM_FB_AD_AV_018.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_024.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_030.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_008.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_034.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_020.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_039.jpg,STD,AV,train,7,8,1,1,False,True,1.143
STD_FORM_FB_AD_AV_005.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_011.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_140.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_159.jpg,STD,AV,train,5,6,1,1,False,True,1.2
STD_FORM_FB_AD_AV_171.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_165.jpg,STD,AV,train,4,5,1,1,False,True,1.25
STD_FORM_FB_AD_AV_164.jpg,STD,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_170.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_158.jpg,STD,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_141.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_010.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_004.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_038.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_021.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_035.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_009.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_023.jpg,LAT,AV,train,8,9,1,1,False,True,1.125
LAT_FORM_FB_AD_AV_037.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_012.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_006.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_143.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_166.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_172.jpg,STD,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_173.jpg,STD,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_167.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_142.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_007.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_013.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_036.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_022.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_045.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_051.jpg,LAT,AV,train,4,5,1,1,False,True,1.25
LAT_FORM_FB_AD_AV_079.jpg,LAT,AV,train,6,7,1,1,False,True,1.167
STD_FORM_FB_AD_AV_074.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_086.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_060.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_092.jpg,LAT,AV,train,4,5,1,1,False,True,1.25
STD_FORM_FB_AD_AV_048.jpg,STD,AV,train,7,8,1,1,False,True,1.143
LAT_FORM_FB_AD_AV_131.jpg,LAT,AV,train,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_125.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_119.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_114.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_128.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_129.jpg,STD,AV,train,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_115.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_118.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_124.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_130.jpg,LAT,AV,train,7,8,1,1,False,True,1.143
STD_FORM_FB_AD_AV_049.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_093.jpg,LAT,AV,train,5,6,1,1,False,True,1.2
STD_FORM_FB_AD_AV_061.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_087.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_078.jpg,LAT,AV,train,5,6,1,1,False,True,1.2
LAT_FORM_FB_AD_AV_050.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_044.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_052.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_046.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_063.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_091.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_085.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_126.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_132.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_117.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_116.jpg,STD,AV,train,8,9,1,1,False,True,1.125
LAT_FORM_FB_AD_AV_133.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_127.jpg,LAT,AV,train,5,4,-1,1,False,True,0.8
LAT_FORM_FB_AD_AV_084.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_090.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_062.jpg,STD,AV,train,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_047.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_053.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_057.jpg,LAT,AV,train,4,3,-1,1,False,True,0.75
LAT_FORM_FB_AD_AV_043.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_094.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_066.jpg,STD,AV,train,8,9,1,1,False,True,1.125
LAT_FORM_FB_AD_AV_080.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_072.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_123.jpg,LAT,AV,train,5,4,-1,1,False,True,0.8
LAT_FORM_FB_AD_AV_137.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_112.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_113.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_136.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_122.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_073.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_081.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_067.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_095.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_042.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_056.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_068.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_040.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_054.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_059.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_083.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_071.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_097.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
STD_FORM_FB_AD_AV_065.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_108.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_134.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_120.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_139.jpg,STD,AV,train,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_111.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_138.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_121.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_135.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_109.jpg,LAT,AV,train,4,5,1,1,False,True,1.25
STD_FORM_FB_AD_AV_064.jpg,STD,AV,train,8,9,1,1,False,True,1.125
LAT_FORM_FB_AD_AV_096.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_070.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_082.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_058.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_055.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_041.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_069.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_064.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_070.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_058.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_055.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_041.jpg,STD,AV,train,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_069.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_110.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_104.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_138.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_121.jpg,STD,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_135.jpg,STD,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_134.jpg,STD,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_120.jpg,STD,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_139.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_105.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_111.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_068.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_040.jpg,STD,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_054.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_059.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_071.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_083.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_065.jpg,LAT,AV,train,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_073.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_067.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_042.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_056.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_098.jpg,LAT,AV,train,6,7,1,1,False,True,1.167
LAT_FORM_FB_AD_AV_107.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_113.jpg,LAT,AV,train,4,5,1,1,False,True,1.25
STD_FORM_FB_AD_AV_136.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_122.jpg,STD,AV,train,6,7,1,1,False,True,1.167
STD_FORM_FB_AD_AV_123.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_137.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_112.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_106.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_099.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_057.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_043.jpg,STD,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_066.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_072.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_076.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_062.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_089.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_047.jpg,STD,AV,train,7,6,-1,1,False,True,0.857
STD_FORM_FB_AD_AV_053.jpg,STD,AV,train,8,6,-2,2,False,False,0.75
LAT_FORM_FB_AD_AV_102.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_116.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_133.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_127.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_126.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_132.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_117.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_103.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_052.jpg,STD,AV,train,5,6,1,1,False,True,1.2
STD_FORM_FB_AD_AV_046.jpg,STD,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_088.jpg,LAT,AV,train,3,3,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_063.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_077.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_049.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_061.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_075.jpg,LAT,AV,train,4,3,-1,1,False,True,0.75
STD_FORM_FB_AD_AV_050.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_044.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_129.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_115.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_101.jpg,LAT,AV,train,3,2,-1,1,False,True,0.667
STD_FORM_FB_AD_AV_118.jpg,STD,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_124.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_130.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_131.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_125.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_119.jpg,STD,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_100.jpg,LAT,AV,train,6,5,-1,1,False,True,0.833
LAT_FORM_FB_AD_AV_114.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_128.jpg,LAT,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_045.jpg,STD,AV,train,6,7,1,1,False,True,1.167
STD_FORM_FB_AD_AV_051.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_074.jpg,LAT,AV,train,5,6,1,1,False,True,1.2
LAT_FORM_FB_AD_AV_060.jpg,LAT,AV,train,5,3,-2,2,False,False,0.6
LAT_FORM_FB_AD_AV_048.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_007.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_013.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_036.jpg,STD,AV,train,7,8,1,1,False,True,1.143
STD_FORM_FB_AD_AV_022.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_181.jpg,STD,AV,train,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_142.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_156.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_157.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_143.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_180.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_037.jpg,STD,AV,train,5,5,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_012.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_006.jpg,LAT,AV,train,6,7,1,1,False,True,1.167
LAT_FORM_FB_AD_AV_010.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_004.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_038.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_021.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_035.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_009.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_182.jpg,STD,AV,train,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_155.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_141.jpg,STD,AV,train,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_169.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_168.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_140.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_154.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_183.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_008.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_034.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_020.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_039.jpg,LAT,AV,train,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_005.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_011.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_029.jpg,LAT,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_015.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_001.jpg,LAT,AV,train,5,4,-1,1,False,True,0.8
STD_FORM_FB_AD_AV_030.jpg,STD,AV,train,7,8,1,1,False,True,1.143
LAT_FORM_FB_AD_AV_149.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_187.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_178.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_150.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_144.jpg,STD,AV,train,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_145.jpg,STD,AV,train,6,7,1,1,False,True,1.167
STD_FORM_FB_AD_AV_151.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_179.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_186.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_192.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_148.jpg,LAT,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_031.jpg,STD,AV,train,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_014.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_028.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_002.jpg,LAT,AV,train,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_016.jpg,LAT,AV,train,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_033.jpg,STD,AV,train,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_184.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_190.jpg,STD,AV,train,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_147.jpg,STD,AV,train,4,4,0,0,True,True,1.0
STD_FORM_FB_AD_AV_153.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_152.jpg,STD,AV,train,5,5,0,0,True,True,1.0
