image,couple_id,confidence,x1,y1,x2,y2,center_x,center_y
LAT_FORM_FB_AD_AV_017.jpg,3,0.918,1416.68,388.87,1536.5,641.54,1476.59,515.2
LAT_FORM_FB_AD_AV_017.jpg,4,0.903,461.1,429.79,555.16,694.22,508.13,562.0
LAT_FORM_FB_AD_AV_017.jpg,5,0.875,724.27,472.92,820.82,704.89,772.54,588.91
LAT_FORM_FB_AD_AV_017.jpg,6,0.874,1133.36,404.57,1271.86,630.01,1202.61,517.29
LAT_FORM_FB_AD_AV_017.jpg,7,0.823,580.69,379.29,712.71,626.44,646.7,502.86
LAT_FORM_FB_AD_AV_017.jpg,8,0.746,1029.76,461.45,1123.24,706.1,1076.5,583.77
LAT_FORM_FB_AD_AV_017.jpg,9,0.577,1029.76,455.7,1123.19,707.2,1076.47,581.45
LAT_FORM_FB_AD_AV_018.jpg,1,0.961,1014.33,465.94,1122.5,706.03,1068.41,585.99
LAT_FORM_FB_AD_AV_018.jpg,2,0.943,460.15,454.95,562.85,692.88,511.5,573.91
LAT_FORM_FB_AD_AV_018.jpg,3,0.934,719.06,480.02,817.55,701.48,768.3,590.75
LAT_FORM_FB_AD_AV_018.jpg,4,0.914,1432.21,432.05,1526.46,641.72,1479.33,536.89
LAT_FORM_FB_AD_AV_018.jpg,5,0.909,1278.48,467.35,1363.99,714.59,1321.24,590.97
LAT_FORM_FB_AD_AV_018.jpg,6,0.898,613.17,415.89,691.78,635.92,652.47,525.9
LAT_FORM_FB_AD_AV_018.jpg,7,0.831,1140.39,420.4,1244.34,640.28,1192.37,530.34
LAT_FORM_FB_AD_AV_019.jpg,1,0.956,1645.5,447.6,1879.45,751.65,1762.48,599.63
LAT_FORM_FB_AD_AV_019.jpg,2,0.949,1330.91,455.1,1577.06,787.79,1453.98,621.45
LAT_FORM_FB_AD_AV_019.jpg,3,0.948,495.78,410.08,659.65,735.95,577.71,573.01
LAT_FORM_FB_AD_AV_019.jpg,4,0.938,733.86,457.68,903.07,787.33,818.46,622.51
LAT_FORM_FB_AD_AV_019.jpg,5,0.935,1093.26,508.27,1350.55,835.87,1221.91,672.07
LAT_FORM_FB_AD_AV_020.jpg,1,0.961,257.63,484.08,469.82,674.59,363.72,579.34
LAT_FORM_FB_AD_AV_020.jpg,2,0.944,688.67,482.97,870.29,677.02,779.48,579.99
LAT_FORM_FB_AD_AV_020.jpg,3,0.937,1083.21,500.8,1228.2,710.21,1155.7,605.5
LAT_FORM_FB_AD_AV_020.jpg,4,0.911,1392.55,525.15,1545.74,743.53,1469.15,634.34
LAT_FORM_FB_AD_AV_020.jpg,5,0.883,878.81,486.44,1043.04,677.06,960.92,581.75
LAT_FORM_FB_AD_AV_020.jpg,6,0.854,1626.26,500.85,1849.39,694.47,1737.82,597.66
LAT_FORM_FB_AD_AV_020.jpg,7,0.81,541.15,462.78,712.62,652.19,626.88,557.49
LAT_FORM_FB_AD_AV_021.jpg,1,0.937,282.78,485.95,465.66,678.48,374.22,582.21
LAT_FORM_FB_AD_AV_021.jpg,2,0.932,1705.61,500.57,1907.61,698.26,1806.61,599.42
LAT_FORM_FB_AD_AV_021.jpg,3,0.932,1115.05,501.51,1302.96,693.14,1209.01,597.32
LAT_FORM_FB_AD_AV_021.jpg,4,0.924,514.88,478.34,688.71,674.57,601.79,576.46
LAT_FORM_FB_AD_AV_021.jpg,5,0.924,703.24,486.78,883.02,679.83,793.13,583.31
LAT_FORM_FB_AD_AV_021.jpg,6,0.882,879.43,489.58,1043.46,684.52,961.44,587.05
LAT_FORM_FB_AD_AV_021.jpg,7,0.797,1475.12,524.8,1640.83,709.06,1557.98,616.93
LAT_FORM_FB_AD_AV_022.jpg,1,0.958,220.0,490.65,419.68,687.92,319.84,589.29
LAT_FORM_FB_AD_AV_022.jpg,2,0.952,1287.1,508.71,1481.28,691.07,1384.19,599.89
LAT_FORM_FB_AD_AV_022.jpg,3,0.947,1683.56,499.03,1884.75,694.57,1784.16,596.8
LAT_FORM_FB_AD_AV_022.jpg,4,0.946,673.05,487.54,853.11,685.66,763.08,586.6
LAT_FORM_FB_AD_AV_022.jpg,5,0.943,1093.46,502.79,1275.36,690.8,1184.41,596.79
LAT_FORM_FB_AD_AV_022.jpg,6,0.931,862.2,492.76,1057.14,686.58,959.67,589.67
LAT_FORM_FB_AD_AV_022.jpg,7,0.929,503.91,486.19,674.27,685.84,589.09,586.01
LAT_FORM_FB_AD_AV_022.jpg,8,0.862,1480.74,502.39,1656.38,691.45,1568.56,596.92
LAT_FORM_FB_AD_AV_023.jpg,1,0.951,895.33,510.24,1088.01,699.82,991.67,605.03
LAT_FORM_FB_AD_AV_023.jpg,2,0.946,1101.81,494.46,1301.59,687.39,1201.7,590.93
LAT_FORM_FB_AD_AV_023.jpg,3,0.934,479.21,496.69,685.12,690.97,582.16,593.83
LAT_FORM_FB_AD_AV_023.jpg,4,0.926,694.23,496.36,879.09,686.51,786.66,591.43
LAT_FORM_FB_AD_AV_023.jpg,5,0.925,1491.9,497.9,1667.0,681.67,1579.45,589.78
LAT_FORM_FB_AD_AV_023.jpg,6,0.92,1692.87,499.71,1898.48,693.07,1795.68,596.39
LAT_FORM_FB_AD_AV_023.jpg,7,0.905,176.75,477.91,443.5,681.16,310.13,579.54
LAT_FORM_FB_AD_AV_023.jpg,8,0.904,1311.59,490.5,1497.74,692.62,1404.66,591.56
LAT_FORM_FB_AD_AV_023.jpg,9,0.488,188.64,479.42,449.19,680.66,318.92,580.04
LAT_FORM_FB_AD_AV_024.jpg,1,0.955,825.7,419.77,908.63,622.78,867.17,521.28
LAT_FORM_FB_AD_AV_024.jpg,2,0.942,669.68,592.05,835.14,873.95,752.41,733.0
LAT_FORM_FB_AD_AV_024.jpg,3,0.931,980.3,503.25,1103.96,774.44,1042.13,638.84
LAT_FORM_FB_AD_AV_024.jpg,4,0.928,708.95,368.89,796.69,544.32,752.82,456.6
LAT_FORM_FB_AD_AV_024.jpg,5,0.92,509.27,451.91,630.32,685.72,569.79,568.82
LAT_FORM_FB_AD_AV_024.jpg,6,0.918,936.23,340.01,1016.15,504.07,976.19,422.04
LAT_FORM_FB_AD_AV_024.jpg,7,0.913,1345.69,468.29,1525.99,716.18,1435.84,592.24
LAT_FORM_FB_AD_AV_024.jpg,8,0.878,1082.51,388.65,1164.41,575.28,1123.46,481.97
LAT_FORM_FB_AD_AV_025.jpg,1,0.958,844.16,481.69,1147.48,782.19,995.82,631.94
LAT_FORM_FB_AD_AV_025.jpg,2,0.945,739.67,149.49,875.21,325.81,807.44,237.65
LAT_FORM_FB_AD_AV_025.jpg,3,0.943,880.67,193.49,1086.56,400.84,983.62,297.17
LAT_FORM_FB_AD_AV_025.jpg,4,0.94,274.87,527.57,557.06,837.79,415.96,682.68
LAT_FORM_FB_AD_AV_025.jpg,5,0.931,646.25,327.45,852.03,597.22,749.14,462.33
LAT_FORM_FB_AD_AV_025.jpg,6,0.923,1086.97,293.41,1322.86,516.53,1204.91,404.97
LAT_FORM_FB_AD_AV_025.jpg,7,0.907,489.19,278.89,643.32,490.9,566.25,384.9
LAT_FORM_FB_AD_AV_025.jpg,8,0.88,1338.89,397.58,1683.84,645.72,1511.37,521.65
LAT_FORM_FB_AD_AV_025.jpg,9,0.78,1337.86,398.92,1676.76,650.35,1507.31,524.64
LAT_FORM_FB_AD_AV_025.jpg,10,0.41,273.61,525.59,558.74,837.07,416.17,681.33
LAT_FORM_FB_AD_AV_026.jpg,1,0.945,1103.82,321.15,1379.6,620.35,1241.71,470.75
LAT_FORM_FB_AD_AV_026.jpg,2,0.937,863.72,151.8,1114.33,431.27,989.02,291.53
LAT_FORM_FB_AD_AV_026.jpg,3,0.934,9.66,526.84,333.58,864.88,171.62,695.86
LAT_FORM_FB_AD_AV_026.jpg,4,0.931,733.32,27.32,905.08,264.82,819.2,146.07
LAT_FORM_FB_AD_AV_026.jpg,5,0.928,530.33,314.42,773.53,576.62,651.93,445.52
LAT_FORM_FB_AD_AV_026.jpg,6,0.922,692.09,591.32,972.25,1005.69,832.17,798.5
LAT_FORM_FB_AD_AV_027.jpg,1,0.945,540.65,230.06,734.72,547.57,637.69,388.82
LAT_FORM_FB_AD_AV_027.jpg,2,0.941,400.09,615.5,652.64,953.21,526.36,784.35
LAT_FORM_FB_AD_AV_027.jpg,3,0.916,94.51,261.66,365.8,581.66,230.15,421.66
LAT_FORM_FB_AD_AV_027.jpg,4,0.9,1026.75,197.29,1172.3,529.68,1099.52,363.48
LAT_FORM_FB_AD_AV_027.jpg,5,0.662,1063.62,571.78,1259.3,842.69,1161.46,707.24
LAT_FORM_FB_AD_AV_027.jpg,6,0.495,1063.77,572.66,1260.66,843.17,1162.22,707.92
LAT_FORM_FB_AD_AV_028.jpg,1,0.947,641.46,363.03,710.32,522.81,675.89,442.92
LAT_FORM_FB_AD_AV_028.jpg,2,0.944,950.43,393.36,1054.4,593.7,1002.42,493.53
LAT_FORM_FB_AD_AV_028.jpg,3,0.939,465.15,427.36,566.09,653.16,515.62,540.26
LAT_FORM_FB_AD_AV_028.jpg,4,0.875,717.38,404.36,793.97,595.27,755.67,499.82
LAT_FORM_FB_AD_AV_028.jpg,5,0.865,1048.82,303.0,1111.27,455.54,1080.04,379.27
LAT_FORM_FB_AD_AV_028.jpg,6,0.865,923.19,270.53,979.79,415.57,951.49,343.05
LAT_FORM_FB_AD_AV_028.jpg,7,0.78,789.7,377.87,848.83,504.81,819.26,441.34
LAT_FORM_FB_AD_AV_029.jpg,1,0.963,1115.56,448.24,1311.21,645.49,1213.39,546.86
LAT_FORM_FB_AD_AV_029.jpg,2,0.953,1339.72,335.79,1555.9,529.61,1447.81,432.7
LAT_FORM_FB_AD_AV_029.jpg,3,0.948,869.72,298.91,1029.2,473.25,949.46,386.08
LAT_FORM_FB_AD_AV_029.jpg,4,0.948,780.94,480.01,983.33,694.7,882.13,587.35
LAT_FORM_FB_AD_AV_029.jpg,5,0.947,721.0,259.18,864.21,423.67,792.6,341.43
LAT_FORM_FB_AD_AV_029.jpg,6,0.942,583.65,405.63,754.93,595.47,669.29,500.55
LAT_FORM_FB_AD_AV_029.jpg,7,0.939,1118.82,305.09,1309.85,457.37,1214.34,381.23
LAT_FORM_FB_AD_AV_029.jpg,8,0.894,445.98,331.2,578.58,532.3,512.28,431.75
LAT_FORM_FB_AD_AV_030.jpg,1,0.952,729.31,463.16,916.0,695.78,822.65,579.47
LAT_FORM_FB_AD_AV_030.jpg,2,0.949,824.69,309.67,977.35,484.7,901.02,397.19
LAT_FORM_FB_AD_AV_030.jpg,3,0.941,641.33,279.04,759.88,461.1,700.61,370.07
LAT_FORM_FB_AD_AV_030.jpg,4,0.927,515.38,415.42,663.66,626.6,589.52,521.01
LAT_FORM_FB_AD_AV_030.jpg,5,0.924,346.0,367.99,457.89,625.37,401.95,496.68
LAT_FORM_FB_AD_AV_030.jpg,6,0.924,1308.39,360.16,1528.89,581.6,1418.64,470.88
LAT_FORM_FB_AD_AV_030.jpg,7,0.916,1060.32,485.07,1267.24,704.16,1163.78,594.62
LAT_FORM_FB_AD_AV_030.jpg,8,0.909,1089.61,334.04,1264.89,496.7,1177.25,415.37
LAT_FORM_FB_AD_AV_031.jpg,1,0.942,1270.87,375.83,1497.54,615.41,1384.21,495.62
LAT_FORM_FB_AD_AV_031.jpg,2,0.939,986.85,507.04,1201.78,784.41,1094.32,645.73
LAT_FORM_FB_AD_AV_031.jpg,3,0.932,1038.4,340.37,1196.46,532.61,1117.43,436.49
LAT_FORM_FB_AD_AV_031.jpg,4,0.924,299.01,397.19,449.43,657.53,374.22,527.36
LAT_FORM_FB_AD_AV_031.jpg,5,0.923,815.53,312.2,915.91,489.01,865.72,400.61
LAT_FORM_FB_AD_AV_031.jpg,6,0.903,682.43,455.58,876.07,671.96,779.25,563.77
LAT_FORM_FB_AD_AV_031.jpg,7,0.901,599.99,279.64,710.9,457.75,655.44,368.7
LAT_FORM_FB_AD_AV_031.jpg,8,0.899,459.42,429.31,604.81,638.2,532.12,533.75
LAT_FORM_FB_AD_AV_032.jpg,1,0.952,1109.05,591.96,1247.62,937.78,1178.33,764.87
LAT_FORM_FB_AD_AV_032.jpg,2,0.941,1298.64,387.51,1439.02,666.52,1368.83,527.02
LAT_FORM_FB_AD_AV_032.jpg,3,0.935,779.34,505.66,884.7,814.93,832.02,660.3
LAT_FORM_FB_AD_AV_032.jpg,4,0.924,299.11,437.08,444.36,713.97,371.74,575.53
LAT_FORM_FB_AD_AV_032.jpg,5,0.923,529.61,462.23,663.29,731.84,596.45,597.03
LAT_FORM_FB_AD_AV_032.jpg,6,0.918,584.81,286.01,666.43,493.19,625.62,389.6
LAT_FORM_FB_AD_AV_032.jpg,7,0.906,1035.7,360.69,1122.56,615.39,1079.13,488.04
LAT_FORM_FB_AD_AV_032.jpg,8,0.882,781.6,314.07,859.8,502.43,820.7,408.25
LAT_FORM_FB_AD_AV_033.jpg,1,0.938,909.5,301.43,1067.15,461.11,988.33,381.27
LAT_FORM_FB_AD_AV_033.jpg,2,0.937,184.78,575.09,508.9,883.75,346.84,729.42
LAT_FORM_FB_AD_AV_033.jpg,3,0.936,1226.04,510.57,1458.74,747.15,1342.39,628.86
LAT_FORM_FB_AD_AV_033.jpg,4,0.919,486.83,368.17,696.17,562.57,591.5,465.37
LAT_FORM_FB_AD_AV_033.jpg,5,0.913,203.48,347.6,429.32,563.4,316.4,455.5
LAT_FORM_FB_AD_AV_033.jpg,6,0.892,693.13,286.29,822.13,448.71,757.63,367.5
LAT_FORM_FB_AD_AV_033.jpg,7,0.865,852.8,462.14,1028.92,676.18,940.86,569.16
LAT_FORM_FB_AD_AV_033.jpg,8,0.798,633.07,688.89,966.76,970.09,799.91,829.49
LAT_FORM_FB_AD_AV_034.jpg,1,0.963,1250.78,526.12,1477.33,747.15,1364.05,636.63
LAT_FORM_FB_AD_AV_034.jpg,2,0.954,216.32,567.28,477.5,808.59,346.91,687.93
LAT_FORM_FB_AD_AV_034.jpg,3,0.943,948.61,299.85,1107.27,471.32,1027.94,385.59
LAT_FORM_FB_AD_AV_034.jpg,4,0.938,619.96,678.32,865.77,945.15,742.87,811.74
LAT_FORM_FB_AD_AV_034.jpg,5,0.938,843.29,451.03,1027.99,656.67,935.64,553.85
LAT_FORM_FB_AD_AV_034.jpg,6,0.937,518.57,352.26,669.85,554.09,594.21,453.17
LAT_FORM_FB_AD_AV_034.jpg,7,0.924,725.24,267.13,831.59,442.53,778.42,354.83
LAT_FORM_FB_AD_AV_034.jpg,8,0.81,260.96,327.72,443.92,525.73,352.44,426.72
LAT_FORM_FB_AD_AV_035.jpg,1,0.969,531.83,364.5,717.67,574.51,624.75,469.5
LAT_FORM_FB_AD_AV_035.jpg,2,0.941,1245.16,564.84,1436.82,818.45,1340.99,691.64
LAT_FORM_FB_AD_AV_035.jpg,3,0.939,174.73,517.16,436.84,788.61,305.78,652.89
LAT_FORM_FB_AD_AV_035.jpg,4,0.939,369.6,305.37,520.69,503.53,445.15,404.45
LAT_FORM_FB_AD_AV_035.jpg,5,0.935,1021.6,321.02,1177.88,516.49,1099.74,418.75
LAT_FORM_FB_AD_AV_035.jpg,6,0.926,518.65,649.97,827.54,983.35,673.09,816.66
LAT_FORM_FB_AD_AV_035.jpg,7,0.917,774.54,264.54,892.2,455.78,833.37,360.16
LAT_FORM_FB_AD_AV_035.jpg,8,0.898,814.72,442.89,996.57,685.99,905.65,564.44
LAT_FORM_FB_AD_AV_036.jpg,1,0.949,404.14,680.24,668.73,966.69,536.44,823.47
LAT_FORM_FB_AD_AV_036.jpg,2,0.941,1052.02,355.47,1229.36,569.48,1140.69,462.48
LAT_FORM_FB_AD_AV_036.jpg,3,0.926,790.92,495.04,947.8,738.46,869.36,616.75
LAT_FORM_FB_AD_AV_036.jpg,4,0.912,833.53,283.19,987.82,466.47,910.67,374.83
LAT_FORM_FB_AD_AV_036.jpg,5,0.907,188.6,504.07,406.04,741.96,297.32,623.02
